	mock1_1	mock2_1	salt_1h_1	salt_2h_1	heat_1h_1	heat_2h_1	mock1_2	mock2_2	salt_1h_2	salt_2h_2	heat_1h_2	heat_2h_2
ENSG00000197961	9.2531	8.0468	2.7534	1.4437	5.0295	2.9981	7.2712	7.9311	2.2066	1.1435	5.5988	3.3422
ENSG00000171469	3.9396	3.5772	1.3019	0.7178	2.2256	1.902	3.433	3.8347	1.2884	0.6793	2.3395	1.7515
ENSG00000267106	0.4757	0.509	0.1919	0.0581	0.3442	0.2549	0.4969	0.5068	0.1892	0.0614	0.2737	0.1799
ENSG00000171466	6.9458	6.3966	2.1722	1.1766	3.8736	2.5044	6.1681	6.6481	1.6891	0.8137	4.115	2.245
ENSG00000224689	0.0297	0	0.051	0	0.0757	0.2772	0	0.0287	0.134	0.0435	0.0568	0.3383
ENSG00000267612	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000196605	1.5579	1.1925	0.8143	0.5433	1.2229	0.9671	1.8136	1.7785	1.1516	0.5284	1.7809	1.0466
ENSG00000266950	0.3994	0.0953	0	0	0	0.1354	0.183	0.2315	0.12	0	0	0
ENSG00000127452	3.2446	3.1764	0.8634	0.8491	1.5473	1.0333	3.256	3.0477	0.8741	0.7096	1.5588	0.6198
ENSG00000198258	3.3081	3.6038	2.3444	2.6417	4.5396	4.4476	3.8289	3.4074	1.6737	1.2188	2.9153	3.9569
ENSG00000267289	0.0869	0.0518	0.1863	0.0515	0	0.0736	0.1992	0.042	0.1959	0.5088	0	0
ENSG00000127445	1.8043	1.7695	0.6543	0.5581	1.0347	1.6073	1.6669	1.5086	0.4286	0.4732	0.8984	1.418
ENSG00000105088	1.4862	1.905	1.0619	0.912	1.5928	0.95	5.2576	4.7097	2.3113	3.1294	4.2548	2.1794
ENSG00000080573	2.9743	3.4932	2.1901	2.2958	3.0438	1.7919	7.7559	6.3336	3.5257	3.9011	5.5707	2.5028
ENSG00000080511	0	0	0	0.0193	0	0.0138	0	0	0	0	0	0
ENSG00000130813	1.0361	1.0657	0.5536	0.5252	0.7708	0.3562	2.0129	1.6535	0.6091	0.4469	0.9314	0.4605
ENSG00000130812	0	0	0.1153	0	0.0254	0.6078	0	0	0.0674	0.1167	0	0.1626
ENSG00000243207	0	0	0	0.0145	0	0	0	0	0	0	0	0
ENSG00000130810	0.3181	0.5006	0.2348	0.1571	0.3298	0.1946	0.4656	0.3158	0.2257	0.1552	0.2529	0.1224
ENSG00000244165	0.4828	0.6437	0.6575	0.4041	0.6747	0.5174	0.5857	0.6173	0.3841	0.5404	0.7047	0.5619
ENSG00000130811	2.8896	3.301	2.6174	2.2019	3.6353	2.7554	3.9022	2.9837	2.3953	2.2805	3.233	2.3297
ENSG00000130816	9.5364	11.217	6.0421	6.0698	8.4608	5.0724	8.7135	7.9916	4.33	4.3626	6.5662	3.2191
ENSG00000175898	4.6294	5.2793	2.8104	2.9643	2.781	1.6004	7.8501	8.2818	2.4206	2.8189	4.895	2.1982
ENSG00000267534	2.2783	2.784	2.1203	1.4496	1.9331	0.8946	5.9848	4.5626	1.5029	2.2503	2.7841	0.9895
ENSG00000105364	0.8889	0.9648	0.412	0.3608	0.7949	0.441	1.3762	1.1912	0.2045	0.2891	0.6266	0.2931
ENSG00000090339	4.2036	4.621	2.232	1.5955	5.059	3.1445	9.6527	7.8662	2.4576	2.1883	9.0638	4.2453
ENSG00000105371	0.0228	0.0409	0.1371	0.0542	0.6976	0.7354	0.0523	0.0662	0.2745	0.0446	1.4821	1.3556
ENSG00000105376	0.2837	0.418	0.1288	0.0989	0.4389	0.4949	1.0516	0.7012	0.2633	0.1628	0.637	0.3467
ENSG00000220201	0.1743	0.1759	0.2299	0.1431	0.3867	0.4317	0.1843	0.2331	0.3626	0.2486	0.3582	0.3448
ENSG00000267673	0.1357	0.1457	0.0233	0.0805	0.0576	0.253	0.1244	0.0656	0.0204	0.053	0.1295	0.094
ENSG00000267303	0	0	0.0151	0	0	0.0299	0.0404	0	0	0.0172	0.0168	0
ENSG00000161847	0.8528	0.898	0.874	0.4977	1.091	0.8298	1.435	0.7851	1.011	0.6501	0.9537	0.4218
ENSG00000076662	0.232	0.369	0.2463	0.2227	0.6468	1.0204	0.1772	0.2241	0.2822	0.442	0.4428	0.6885
ENSG00000105397	2.4272	2.686	1.751	1.2772	2.75	2.1722	3.6297	2.6929	1.9406	1.7359	2.3953	1.8176
ENSG00000105401	9.0025	10.4639	7.1769	6.8497	9.8298	5.9298	12.2055	11.0046	6.2639	7.2683	9.8799	4.9828
ENSG00000065989	0.6475	0.8455	0.5131	0.3315	0.6701	0.3741	0.9892	0.9287	0.3906	0.3877	0.7771	0.2572
ENSG00000079999	3.2409	3.4887	1.7684	1.4694	2.169	0.9398	4.031	3.231	1.289	1.2346	2.0013	0.7801
ENSG00000180739	0.1378	0.1644	0.0322	0.0149	0.0851	0.0637	0.201	0.1452	0	0.0489	0.0957	0.062
ENSG00000130734	0.744	0.9386	0.4662	0.2884	0.352	0.1212	1.5081	1.0641	0.258	0.4328	0.4369	0.1415
ENSG00000129347	2.6471	2.8336	1.43	1.0886	1.6877	1.1279	2.5771	2.557	1.3219	1.187	1.8325	0.7568
ENSG00000129355	3.4044	3.9705	1.5618	1.3113	2.079	1.3045	3.4285	2.6601	0.6516	0.8464	1.5727	0.4934
ENSG00000129354	0	0.0263	0	0.0175	0.0874	0.0125	0.0337	0.0284	0	0	0	0.0146
ENSG00000129353	5.486	6.2609	2.8663	3.1711	5.1743	3.2983	6.2856	5.939	2.4691	2.2742	5.0386	2.5466
ENSG00000226104	1.2071	2.1598	0.69	0	0.3414	1.0228	0.922	0.3887	1.2091	0	1.5359	0.796
ENSG00000267100	1.6271	1.5194	1.2119	0.5847	1.3248	1.3508	1.1675	1.2542	0.642	0.5132	1.443	1.0893
ENSG00000129351	10.7761	12.3148	9.3412	9.6684	9.6373	6.3501	10.9205	9.6981	6.774	7.844	8.0436	4.7231
ENSG00000213339	0.9977	1.1901	0.994	0.5521	1.4431	2.0852	1.6112	1.1748	1.2563	1.604	1.2151	2.425
ENSG00000079805	2.8487	3.2723	1.6651	1.8025	2.3183	1.3928	3.4444	3.0327	1.6756	1.7649	1.9782	1.048
ENSG00000099203	1.5509	1.5803	0.7573	0.4853	1.2794	0.6936	2.6655	1.727	0.7444	0.7567	1.1717	0.3836
ENSG00000214212	0.0833	0.0248	1.1607	1.0618	0.4594	0.4588	0.0954	0.0603	1.1577	1.2599	0.3776	0.4944
ENSG00000142453	2.9287	3.5729	2.2023	2.0892	2.837	1.9839	3.4632	3.3358	1.7884	2.1778	2.5931	1.3246
ENSG00000130733	1.7854	2.1799	1.0398	0.8588	1.6434	0.9704	2.8175	2.05	0.8857	0.8218	1.4145	0.7997
ENSG00000142444	2.0643	2.5042	1.05	0.8505	1.4398	1.2155	2.4453	2.0616	0.8674	0.9389	1.369	0.9691
ENSG00000127616	4.1476	4.9865	3.1838	3.0905	4.5566	3.2445	5.1611	4.5064	2.7805	3.3562	4.1823	2.1014
ENSG00000130164	13.2046	15.6984	9.5696	9.4085	13.9445	9.3922	13.934	12.959	7.3027	10.6847	13.1735	8.6009
ENSG00000161888	7.1405	7.3536	2.2935	2.1916	3.6916	2.1886	4.9192	4.9568	1.3626	1.1874	2.6074	1.1697
ENSG00000197256	8.1595	9.0579	4.2408	3.6945	6.2405	3.3288	11.2652	9.9498	4.2208	3.7381	6.7915	2.88
ENSG00000130158	0.3433	0.4549	0.2562	0.1834	0.3536	0.1954	0.8228	0.5443	0.2402	0.2839	0.4177	0.2463
ENSG00000130173	0	0.0206	0	0	0	0	0	0	0	0.101	0.0329	0.0341
ENSG00000130167	0	0	0	0	0	0	0	0	0	0.0205	0	0
ENSG00000105514	0.8264	0.7657	0.3986	0.3325	0.5947	0.4626	0.7101	0.6771	0.3326	0.2952	0.5422	0.365
ENSG00000105518	0.7914	1.283	0.4176	0.4091	0.6543	0.5846	1.4881	1.3722	0.5793	0.3366	0.7553	0.4818
ENSG00000183401	0.1844	0.2009	0.1788	0.0951	0.2586	0.1359	0.3859	0.3718	0.253	0.1956	0.2526	0.1666
ENSG00000105520	1.0754	1.2353	0.7684	0.5904	0.9209	0.7847	2.0536	1.6159	0.8079	0.9037	1.4159	0.463
ENSG00000173928	0.2129	0.2424	0.1162	0.0229	0.1149	0.1312	0.3104	0.1683	0.0582	0.0944	0.0369	0.0191
ENSG00000187266	0.7418	0.8635	0.4001	0.3263	0.4974	0.3447	0.7677	0.9477	0.0899	0.1518	0.4339	0.1775
ENSG00000205517	0.1421	0.1784	0.1282	0.1153	0.2474	0.4118	0.3084	0.3033	0.146	0.1386	0.3568	0.3994
ENSG00000198003	0.0122	0.0363	0.0104	0.0288	0.2888	0.4738	0.0279	0.0352	0.0913	0.1305	0.1856	0.3247
ENSG00000130175	6.252	7.8793	4.4519	4.0546	9.0998	7.0454	8.6016	6.7887	3.4503	3.8969	8.0735	5.5106
ENSG00000196361	0	0	0.0763	0.0406	0.0639	0.1682	0	0	0.1851	0.1937	0.0261	0.1219
ENSG00000161914	0.2567	0.3651	0.2455	0.1639	0.4356	0.4183	0.362	0.3815	0.3115	0.2023	0.4899	0.459
ENSG00000130159	0.8526	0.935	0.3537	0.3261	0.6534	0.7807	1.3235	0.89	0.186	0.3355	0.5512	0.4897
ENSG00000130176	4.0032	4.4446	3.6607	2.9323	5.3254	3.392	5.4125	5.2916	2.8824	3.2246	4.9738	3.1154
ENSG00000130165	1.7104	1.9751	1.1384	0.9631	2.2729	1.8331	1.897	1.8106	0.5867	0.9069	1.8857	1.6533
ENSG00000198551	3.7641	3.1339	0.9274	0.414	1.8498	0.3824	3.1223	3.4386	0.8189	0.2825	1.7554	0.219
ENSG00000102575	0.1737	0.1451	0.0894	0.1236	0.2457	0.0687	0.2654	0.2573	0.1566	0.113	0.1879	0.0687
ENSG00000197332	0.1733	0.178	0.1898	0.1027	0.1388	0.1386	0.1103	0.093	0.1302	0.0751	0.1837	0.0952
ENSG00000197933	3.9364	3.4308	0.7841	1.0058	2.2378	1.5273	3.6445	3.7256	1.0753	0.3104	2.555	1.0882
ENSG00000197044	2.5672	1.8341	0.5886	0.3256	1.3803	1.1574	2.0291	1.8565	0.7116	0.3416	1.1922	0.9574
ENSG00000177599	0.8062	0.9488	0.5807	0.3186	0.5746	0.6011	1.1084	0.9552	0.6622	0.3671	0.6257	0.6805
ENSG00000171295	2.0893	1.854	0.9218	0.8779	1.3682	1.1429	1.5919	1.8663	1.0895	0.4998	1.5824	1.1036
ENSG00000267089	0	0.044	0	0	0	0	0	0	0	0	0	0.0729
ENSG00000171291	2.2345	1.9002	0.7728	0.616	1.0834	0.6841	1.6924	2.1282	0.6865	0.4398	1.0393	0.5696
ENSG00000198429	3.7473	3.1436	2.2215	1.6349	2.3492	1.8561	3.0321	3.5982	2.0884	1.0633	2.5361	1.4849
ENSG00000196757	4.684	4.1349	1.6166	1.0712	2.8744	1.9802	4.2528	4.0218	2.036	0.7187	3.4298	1.7485
ENSG00000197054	0.257	0.2427	0.0826	0.0381	0.1908	0.2268	0.3189	0.2068	0.3056	0.0731	0.2146	0.2542
ENSG00000267179	0.0294	0.0438	0.0126	0.0348	0.1495	0.112	0.1346	0.0993	0.0662	0.0287	0.042	0.1598
ENSG00000197647	0.741	0.6755	0.3267	0.1004	0.5299	0.574	0.5336	0.9407	0.1908	0.1549	0.6263	0.5445
ENSG00000257355	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257446	0.1909	0.2174	0.1339	0.0206	0.265	0.5441	0.1988	0.2682	0	0.0169	0.2153	0.5322
ENSG00000223547	1.9791	1.6003	0.9076	0.4612	1.2866	2.0232	1.6358	1.7595	0.7175	0.7158	1.3437	1.4805
ENSG00000214189	0.4033	0.3399	0.2293	0.1404	0.4241	0.6724	0.2411	0.2964	0.2174	0.1754	0.5062	0.6852
ENSG00000132010	0.3771	0.3796	0.0741	0.1304	0.2	0.253	0.3601	0.3339	0.0472	0.069	0.1725	0.1399
ENSG00000213297	0	0	0	0	0.0076	0	0	0	0	0	0	0
ENSG00000257591	0.4744	0.3578	0.0957	0	0.1776	0.0118	0.3197	0.2156	0.0838	0.0408	0.3062	0.0966
ENSG00000196646	2.1419	1.8412	0.9912	0.7418	1.1423	1.0486	2.1658	2.161	0.8275	0.5706	1.2199	0.9215
ENSG00000234773	0.3008	0.3332	0.6816	0.484	0.7474	0.5643	0.2462	0.1245	0.8715	0.6709	0.8816	0.5313
ENSG00000197857	1.5589	1.4383	0.5537	0.3948	1.0359	0.7524	1.4682	1.5936	0.7353	0.5366	1.1362	0.7736
ENSG00000188868	0.6411	0.5257	0.1963	0.1222	0.3788	0.4365	0.7345	0.7077	0.2236	0.2234	0.437	0.4416
ENSG00000261280	0.4749	0.3028	0.1545	0.0388	0.3752	0.6522	0.3753	0.2373	0.123	0.0639	0.3126	0.6642
ENSG00000198342	0.8181	0.6918	0.2398	0.1474	0.6239	1.1232	0.7357	0.6002	0.2023	0.2526	0.6128	0.8401
ENSG00000268744	0.0251	0.0075	0.0539	0.0149	0.064	0.1597	0	0.0364	0.0189	0.0245	0.072	0.1368
ENSG00000196466	0.8704	0.7729	0.3262	0.2829	0.8151	1.3767	0.9455	1.0214	0.3778	0.2517	0.9291	0.9248
ENSG00000268870	0.0528	0.063	0	0	0.0448	0.0448	0	0.051	0.0794	0	0.1512	0
ENSG00000180855	1.9415	1.165	0.2639	0.2527	1.808	2.287	1.4106	1.4294	0.6759	0.3697	1.5817	1.8971
ENSG00000269755	0.0554	0.0661	0.0951	0.1972	0.1411	0.047	0.127	0.1071	0.1666	0.0541	0.0529	0
ENSG00000242852	0.0514	0.0613	0.186	0.0677	0.0388	0.1161	0.0654	0.0441	0.1802	0.0446	0.0654	0.0395
ENSG00000249709	0.3689	0.3381	0.2778	0.096	0.2367	0.1144	0.4742	0.3564	0.1758	0.0966	0.2233	0.2047
ENSG00000269693	0.1669	0.1593	0.0191	0.0132	0.1511	0.1037	0.0893	0.1451	0.0418	0.038	0.1965	0.0936
ENSG00000230310	0.12	0.1432	0.0515	0	0	0.0509	0.1375	0.116	0	0	0.0573	0.0594
ENSG00000188033	0.8146	0.6162	0.2385	0.1178	0.5057	0.4321	0.5008	0.5758	0.2189	0.1486	0.5688	0.3603
ENSG00000173875	6.6452	5.9554	2.6685	2.0947	3.8408	2.7247	5.8032	5.9324	2.4054	1.5083	4.287	2.1571
ENSG00000269242	0.0389	0.0928	0.0333	0.0922	0.132	0.0989	0.0891	0.1127	0	0.1518	0.1856	0.0769
ENSG00000104774	1.1341	1.5337	0.7956	0.7407	1.3584	0.8273	1.9178	1.4177	1.0388	1.006	1.2327	0.7859
ENSG00000269590	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000123154	0.7043	0.7578	0.4736	0.3766	0.5156	0.4446	1.0443	1.0005	0.3527	0.7007	0.5667	0.3688
ENSG00000105583	2.6137	2.9568	2.1779	2.3717	3.1546	2.2146	2.615	2.6432	1.8068	2.0835	2.5762	2.2456
ENSG00000095059	2.4612	3.1557	2.1754	1.7227	2.5482	2.1037	2.8074	2.8905	1.9874	1.6928	2.4211	1.7053
ENSG00000268945	0.154	0.3061	0.4401	0.9129	0.4355	0.4349	0	0.0496	0.8483	0.6511	0.7347	0.4062
ENSG00000132004	0.6783	0.6345	0.7138	0.914	1.1119	0.823	0.7419	0.6701	1.0424	1.0531	0.7503	0.671
ENSG00000105576	6.088	7.8235	3.8047	3.3758	5.1025	2.9937	7.2887	6.4943	3.0096	3.2486	4.5576	1.9906
ENSG00000267004	0.336	0.8016	0.8643	0.7968	0.2851	0.8541	0	0.3246	0	0	0.3206	0.3324
ENSG00000123144	7.6713	8.3189	5.0628	5.4302	5.7593	2.8166	8.2566	7.6346	3.7023	4.0831	5.6569	2.7825
ENSG00000198356	3.0974	3.1652	2.1145	1.8247	2.946	2.0895	3.6166	2.7442	1.2746	1.9829	2.824	1.6588
ENSG00000039987	0	0.0073	0.0211	0.0584	0.2822	0.4905	0	0	0.0555	0.1202	0.2233	0.3533
ENSG00000095066	0.6628	0.6991	0.3569	0.2273	0.5949	0.5616	0.841	0.8254	0.3703	0.449	0.6482	0.4335
ENSG00000267212	0.252	0.2505	0	0	0.4276	0.6406	0	0.0811	0	0.082	0.3206	0.6647
ENSG00000171223	4.148	4.4875	1.7398	0.7665	4.2507	3.4233	11.2743	5.9147	1.7267	2.2604	7.8141	3.4283
ENSG00000167815	3.8542	4.4688	2.9478	2.1937	4.6698	2.495	4.5572	5.1973	1.9921	2.046	3.634	1.7386
ENSG00000104889	3.005	3.4415	1.1375	1.4404	2.2784	1.72	2.5273	2.2696	0.7205	1.0762	1.4643	0.8222
ENSG00000132026	0	0	0	0	0	0	0	0	0	0.0119	0.0116	0
ENSG00000105613	0.005	0.006	0	0	0.0085	0.1818	0	0.0096	0.03	0.0195	0	0.0987
ENSG00000105612	1.9918	2.0586	1.4271	1.1	2.0256	1.3871	2.157	1.8449	0.9019	1.1182	1.8226	1.3765
ENSG00000105610	0	0	0.0176	0	0	0.2428	0	0	0.0308	0	0.0195	0.1418
ENSG00000105607	0.7328	0.7567	0.2365	0.2056	0.5482	0.4006	0.7584	0.7003	0.2249	0.2076	0.4963	0.2884
ENSG00000161860	0.0447	0.1333	0.3833	0.053	0.3793	0.6629	0.2049	0.0648	0.1343	0.1963	0.384	0.5749
ENSG00000179115	2.9044	3.2012	1.228	0.9205	2.1463	1.2588	4.0485	2.8831	0.8446	0.9142	2.1714	0.8209
ENSG00000179218	82.4269	83.8564	58.3096	62.9519	81.8982	48.4941	74.517	73.2523	37.2943	37.6267	60.1414	31.931
ENSG00000179262	5.7224	6.207	4.0394	2.8246	4.6859	4.5104	7.6237	5.849	2.6993	3.8958	4.7625	3.1331
ENSG00000179271	4.3426	4.4999	3.1969	2.6006	4.5405	2.9362	5.9303	3.3897	1.7795	1.6693	3.9349	1.5621
ENSG00000179284	0.0492	0.0587	0.0843	0.0972	0.1252	0.6807	0.1127	0.0158	0.1478	0.3679	0.1721	0.6325
ENSG00000008441	5.7663	6.0395	3.9643	3.2746	4.7214	2.7869	7.3829	6.654	2.9061	3.9312	5.2117	2.251
ENSG00000104903	0.1567	0.1994	0.0627	0.0496	0.1153	0.0708	0.1676	0.1413	0.0785	0.0612	0.0997	0.093
ENSG00000104907	1.3757	1.7855	0.9719	0.6318	1.6276	0.9522	2.3754	1.9653	0.8588	0.8603	1.4146	0.7188
ENSG00000160877	4.5019	5.9176	3.0543	2.4186	3.4612	1.8394	6.894	4.9608	2.0905	2.6301	3.309	1.5421
ENSG00000266897	3.0007	4.2755	2.1441	2.2733	2.051	1.9069	4.0111	3.0596	1.7533	1.7081	3.1023	2.1438
ENSG00000104915	2.1594	2.7058	1.3381	1.1189	2.017	1.43	2.8692	2.5066	1.1724	1.1333	2.13	1.095
ENSG00000160888	8.6995	9.1434	4.7576	2.8431	7.4983	6.5981	11.1099	8.926	2.917	3.6855	8.9905	6.5067
ENSG00000141837	1.1448	1.3745	1.1302	0.9002	1.1539	0.9067	1.226	1.279	0.9745	1.0442	1.0982	0.7126
ENSG00000104957	2.316	2.3453	0.938	0.5025	1.3463	0.9186	3.1842	2.675	0.9625	0.7982	1.8528	0.6434
ENSG00000037757	2.7348	2.7842	0.8005	0.8498	1.9363	1.3504	2.8741	2.9696	0.8926	0.6073	1.9079	1.0262
ENSG00000104979	4.8304	4.5864	3.6419	2.9955	5.7237	4.6574	5.598	6.0604	2.7946	2.9527	5.2455	3.3228
ENSG00000214109	0.0849	0.1519	0.4366	0.1006	0.144	0.9349	0.1945	0.5739	0.3826	0.2485	0.162	0.5037
ENSG00000132003	1.9363	2.2437	1.4171	1.435	1.6252	0.9551	3.7397	2.5116	1.5065	2.436	1.828	0.8346
ENSG00000267519	14.7933	15.4011	5.3192	5.1346	11.112	8.4762	14.6205	13.5726	3.8505	6.3123	14.5391	12.9554
ENSG00000187556	0.1319	0.0787	0.0566	0.1173	0.3079	0.7826	0.2268	0.223	0.1487	0.1609	0.2518	0.9789
ENSG00000132016	0.1613	0.2835	0.1528	0.1006	0.2664	0.2301	0.3112	0.205	0.1913	0.2319	0.2187	0.1847
ENSG00000132024	0.8343	0.8178	0.6489	0.3758	0.6476	0.422	1.1116	1.0184	0.7288	0.587	0.7592	0.3199
ENSG00000132000	0.258	0.2332	0.1475	0.0742	0.2986	0.1921	0.3046	0.355	0.2115	0.2442	0.3656	0.1702
ENSG00000132017	2.0852	2.7374	0.9555	0.6934	1.4697	0.8414	2.781	1.9929	0.7957	0.6244	1.274	0.5457
ENSG00000132005	0.3996	0.5407	0.4244	0.396	0.4605	0.283	0.9703	0.4954	0.5466	0.5645	0.3984	0.1829
ENSG00000171136	0	0	0	0	0	0	0	0	0	0.046	0	0
ENSG00000104998	0.6818	0.9222	0.5846	0.5053	0.909	0.361	1.1996	1.2466	0.4207	0.4039	0.732	0.4697
ENSG00000187867	0.1287	0.2763	0.1545	0.1068	0.262	0.2398	0.2948	0.1367	0.0967	0.0879	0.221	0.1909
ENSG00000141854	0.0434	0.0518	0	0.0172	0.1596	0.1349	0.1327	0.1118	0.0217	0.0141	0.1105	0.1288
ENSG00000188032	0	0.0379	0.1452	0.1004	0.4669	1.4704	0	0.0204	0.0318	0.1033	0.4443	1.5911
ENSG00000141858	1.1521	1.5805	0.8274	0.9734	1.8818	2.0135	1.6501	1.3216	0.7357	0.8292	1.7592	2.194
ENSG00000072062	2.9759	3.4581	1.8102	2.082	3.002	2.2833	3.4035	3.0488	1.1636	1.3199	2.7589	1.6582
ENSG00000105011	3.3101	3.0541	1.1401	1.0903	2.7485	1.3903	2.4959	2.2955	0.8714	0.6211	1.8089	1.0075
ENSG00000072071	0.0881	0.1452	0.0844	0.0553	0.1011	0.0702	0.2374	0.1651	0.1323	0.1314	0.1878	0.0564
ENSG00000267723	0	0	0	0	0.0441	0	0	0	0	0.2029	0	0
ENSG00000267406	0	0	0.1704	0	0	0	0	0	0	0	0	0
ENSG00000266913	0.0321	0.0191	0.0275	0.1141	0.0544	0.7339	0	0.031	0	0.313	0.0306	0.4442
ENSG00000267147	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000123146	4.1905	4.6917	1.7706	1.9603	3.4065	1.7343	4.3433	4.1005	1.201	1.3532	2.4618	1.1142
ENSG00000123136	5.1813	5.978	4.0712	4.1093	3.3007	2.6917	5.7807	4.9475	2.8715	4.7078	2.2534	1.8149
ENSG00000123143	1.5638	1.7303	0.7705	0.5538	1.2367	0.6295	2.124	1.7702	0.7974	0.8217	1.0534	0.469
ENSG00000160951	0	0.0274	0.118	0.0544	0.1946	0.0777	0.1051	0	0.1034	0.1119	0.0657	0.0454
ENSG00000123159	3.0064	3.1467	1.51	1.3718	2.1819	2.435	4.5589	3.1887	1.3618	1.5243	2.1588	1.7057
ENSG00000132002	10.6863	10.1428	5.2207	4.115	365.9151	337.3284	9.2742	9.1479	3.4272	4.5383	469.5216	441.9457
ENSG00000099797	1.0714	1.1699	0.5298	0.5983	2.0731	2.4017	0.9223	0.8597	0.4174	0.3762	1.5635	1.8618
ENSG00000099795	1.2889	2.05	1.6314	0.5094	3.1767	1.1961	5.6258	1.6008	1.0144	0.8984	1.7572	0.9714
ENSG00000187912	0	0	0.0247	0.0512	0.0366	0.4633	0	0	0.0649	0.0983	0.0137	0.427
ENSG00000131355	0	0.0137	0	0	0	0	0	0	0	0	0	0.0114
ENSG00000160961	1.4456	1.5201	0.3442	0.1897	0.9002	0.4733	1.4729	1.4696	0.4007	0.1287	0.9724	0.4998
ENSG00000268550	0.4574	0.2046	0.1961	0	0.097	0.1938	1.0482	0.6628	0.1718	0	0.2183	0
ENSG00000127507	0.2117	0.1488	0.1005	0.0359	0.1443	0.1313	0.1992	0.2483	0.1363	0.0922	0.2381	0.1795
ENSG00000127530	0	0	0	0	0	0.0259	0	0	0	0	0	0
ENSG00000127515	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000127529	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000105143	0	0	0	0.0051	0	0	0.0098	0.0041	0	0.0291	0	0
ENSG00000160994	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000105141	0	0	0	0.011	0	0.0237	0	0	0	0	0.0089	0.0276
ENSG00000094661	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000105137	4.4304	4.8731	1.9593	1.7252	2.5665	1.3372	5.5188	4.4781	1.4203	1.2352	2.6984	0.9188
ENSG00000105135	0.9867	1.409	0.5475	0.5024	0.6057	0.3689	1.5296	1.3232	0.6279	0.8269	0.5816	0.2526
ENSG00000074181	0.926	1.2349	0.9941	1.0146	1.0151	0.8505	1.8588	1.5063	1.3857	1.6518	1.322	0.6009
ENSG00000269635	0.353	0.1404	1.3115	0.6976	0.599	0.8972	0	0.2273	0.8839	0.9185	0.1123	0.8147
ENSG00000105131	0.0641	0.0096	0.8381	0.779	0.3943	0.9096	0	0.031	1.1074	1.032	0.2752	0.7291
ENSG00000270143	1.1972	1.7852	2.2812	3.3125	2.9346	4.2831	2.1338	1.799	2.3984	3.5048	3.6815	2.895
ENSG00000141867	5.6398	6.0666	4.2413	4.8459	5.5531	4.1758	6.4721	5.9653	3.5978	5.2404	5.8125	3.4558
ENSG00000273218	0	0.0879	0.1422	0.0655	0.1876	0.2342	0.0422	0.0356	0.083	0.018	0.1055	0.2551
ENSG00000105127	3.1635	3.1945	1.6457	1.6102	2.2271	1.5684	3.2508	2.9972	1.4134	1.6064	2.2081	1.1182
ENSG00000011243	3.0083	3.4661	1.5895	1.3919	3.064	1.4457	3.5864	3.1785	1.5034	1.7025	3.0239	1.3769
ENSG00000011451	1.4227	1.8497	1.2028	0.8009	1.5361	0.8838	2.381	1.7256	0.8226	1.2011	1.5904	0.6918
ENSG00000105122	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000161031	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171954	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266951	0	0	0	0	0	0.0917	0	0	0	0	0	0
ENSG00000186529	0	0.007	0	0	0	0.005	0	0	0	0	0	0
ENSG00000186204	0	0	0	0	0	0.0052	0	0	0	0	0	0
ENSG00000171942	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171936	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268673	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172519	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186723	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267308	0	0	0	0	0	0.1238	0	0	0	0	0	0.0964
ENSG00000186115	0	0	0	0	0	0.0092	0	0	0	0	0	0
ENSG00000171903	0	0	0	0	0.0206	0.0069	0	0	0	0	0	0.016
ENSG00000176231	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267517	0	0	0	0	0.0698	0	0	0	0	0	0	0
ENSG00000167460	74.2274	72.0211	49.1789	60.7784	65.6022	40.8934	61.3921	61.9355	32.9735	34.9136	52.9013	27.7075
ENSG00000267373	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000167461	4.194	4.4412	2.6486	2.6131	3.4519	2.3513	3.9276	4.0269	1.7735	1.8931	2.834	1.9315
ENSG00000196684	0	0	0.1727	0.0796	0.0651	0.4143	0	0	0.2161	0.262	0.0366	0.1802
ENSG00000141977	0	0	0	0.0544	0.0389	0.1942	0	0.0443	0	0.0447	0	0.0453
ENSG00000105058	6.9729	7.316	4.2041	4.6069	6.7512	4.9307	7.5032	7.7024	2.6256	2.8641	7.0429	4.0447
ENSG00000072958	4.1711	4.6238	2.184	2.027	3.4158	1.9699	4.7594	4.0539	1.8621	1.7265	2.8141	1.598
