"GFP-1" "GFP-2" "GFP-3" "HS-GFP-1" "HS-GFP-2" "HS-GFP-3" "WT-1" "WT-2" "WT-3" "HS-WT-1" "HS-WT-2" "HS-WT-3"
"ENSG00000274227" 3 2 4 6 6 5 2 4 1 0 1 0
"ENSG00000111300" 1436 1603 1894 1732 1380 2480 1606 1597 1838 1339 1213 1017
"ENSG00000266370" 1 0 0 0 0 1 2 1 0 2 0 0
"ENSG00000258323" 0 0 0 0 0 0 0 0 1 0 0 0
"ENSG00000200688" 0 0 0 0 0 1 0 1 0 0 0 0
"ENSG00000135148" 1594 1967 2431 1174 894 1570 2510 2469 2776 904 750 641
"ENSG00000200135" 0 1 0 0 0 1 0 3 0 0 0 0
"ENSG00000283793" 0 0 0 0 0 0 0 0 0 0 1 0
"ENSG00000257494" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201428" 0 0 1 0 0 0 1 0 0 0 0 0
"ENSG00000213152" 0 0 0 1 2 7 2 1 1 6 4 3
"ENSG00000257658" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000173064" 1301 1541 1943 3087 2182 3825 1905 1973 2189 2139 1921 1527
"ENSG00000139178" 176 235 283 337 238 395 287 294 333 80 66 46
"ENSG00000283587" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000256902" 0 0 0 3 0 0 0 0 0 0 0 0
"ENSG00000255669" 0 0 0 1 0 2 1 0 0 0 1 0
"ENSG00000151067" 7 13 12 6 8 7 17 13 16 18 9 14
"ENSG00000111731" 681 714 920 665 470 947 787 778 853 482 411 368
"ENSG00000111241" 0 0 0 0 0 0 1 0 0 0 0 0
"ENSG00000175197" 75 108 112 88 70 107 204 190 234 167 138 105
"ENSG00000196510" 1621 1794 2198 1570 1240 2170 1588 1587 1705 1240 1069 888
"ENSG00000171840" 31 53 55 75 48 69 53 63 62 82 58 51
"ENSG00000181234" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000205328" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000123395" 425 578 687 1485 1219 1931 497 618 659 1356 1115 1032
"ENSG00000256660" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000172640" 1 1 0 0 0 2 3 2 3 1 1 0
"ENSG00000255837" 8 6 15 0 2 7 16 8 11 5 1 1
"ENSG00000198673" 8 10 6 3 9 7 13 16 12 2 6 9
"ENSG00000284730" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000126746" 367 461 551 996 658 1039 419 451 510 464 427 339
"ENSG00000111181" 0 1 1 20 24 34 0 1 1 3 2 1
"ENSG00000198324" 105 158 204 256 194 291 164 168 220 83 75 77
"ENSG00000123415" 522 705 798 312 270 505 818 818 947 430 356 350
"ENSG00000084453" 36 50 72 56 52 85 61 56 64 33 27 23
"ENSG00000187510" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000111554" 306 314 376 251 167 328 361 369 402 242 229 192
"ENSG00000090975" 267 353 455 659 485 787 406 386 410 251 228 190
"ENSG00000111432" 644 908 1112 321 231 373 794 854 975 499 452 342
"ENSG00000165685" 484 561 698 505 381 631 528 524 602 471 416 320
"ENSG00000166153" 20 28 41 31 36 43 40 32 38 30 26 11
"ENSG00000008323" 10 14 22 1 5 3 21 20 23 16 18 11
"ENSG00000136052" 227 248 373 270 205 350 445 417 484 399 395 288
"ENSG00000257579" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000222160" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000136045" 1385 1445 1803 1182 926 1545 1444 1512 1605 993 892 701
"ENSG00000240441" 0 0 1 44 32 70 1 0 0 3 1 2
"ENSG00000110851" 535 682 762 819 592 1014 617 635 672 479 460 355
"ENSG00000258136" 8 4 13 16 7 13 10 5 2 6 13 10
"ENSG00000257398" 0 0 0 0 0 0 0 0 0 0 1 0
"ENSG00000257951" 5 7 9 13 11 13 7 5 3 11 5 4
"ENSG00000257392" 1 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000257426" 1 3 4 0 1 1 3 3 4 1 0 0
"ENSG00000258072" 11 14 23 11 6 12 16 9 18 11 11 4
"ENSG00000257129" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000187855" 0 0 0 0 0 0 0 0 0 1 0 0
"ENSG00000139364" 0 1 0 1 0 6 0 1 1 8 4 2
"ENSG00000280125" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000286209" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000280415" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000271184" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000257379" 0 0 1 2 1 2 0 0 0 1 5 1
"ENSG00000197111" 2520 2917 3535 4304 3178 5726 2930 3060 3309 5415 4629 3864
"ENSG00000282977" 1 0 3 7 5 12 1 1 0 16 12 7
"ENSG00000273658" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000139625" 137 179 245 1720 1242 2201 236 212 274 165 137 100
"ENSG00000270175" 14 11 13 6 4 5 12 12 12 10 9 4
"ENSG00000139546" 387 519 673 574 471 772 499 508 549 330 262 236
"ENSG00000267281" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000170653" 410 417 523 830 520 963 434 471 491 254 217 152
"ENSG00000257550" 0 0 0 2 1 1 0 1 0 0 1 0
"ENSG00000285692" 0 3 0 1 2 4 0 0 0 0 0 0
"ENSG00000275488" 0 0 0 0 1 0 0 1 0 1 0 0
"ENSG00000135390" 1425 1884 2234 2119 1557 2720 1594 1672 1850 2433 1897 1811
"ENSG00000213470" 0 0 0 2 1 0 0 0 0 0 0 0
"ENSG00000258206" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000198774" 38 44 47 8 5 7 130 130 139 593 521 373
"ENSG00000133636" 45 31 46 47 43 66 274 281 300 495 474 361
"ENSG00000258178" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000257897" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000258185" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000280049" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000182050" 0 0 0 0 0 1 0 0 0 0 0 0
"ENSG00000139132" 192 185 239 164 98 180 287 284 334 276 254 187
"ENSG00000278969" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000255921" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000213736" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000118308" 0 1 0 5 2 3 0 1 1 11 6 5
"ENSG00000139574" 2 4 6 24 19 28 5 5 10 3 4 5
"ENSG00000242461" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000186710" 8 5 3 6 3 2 5 7 3 3 0 1
"ENSG00000199899" 1 0 1 1 1 0 0 2 1 0 0 0
"ENSG00000123064" 1398 1955 2335 2362 1650 2672 1485 1554 1707 1173 969 854
"ENSG00000276908" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201208" 2 0 0 0 0 1 1 0 0 0 0 0
"ENSG00000139405" 449 632 773 889 606 1045 560 571 629 473 377 308
"ENSG00000257286" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000166578" 29 32 35 25 8 26 35 32 56 18 21 12
"ENSG00000277566" 5 1 4 10 3 7 8 3 3 2 3 4
"ENSG00000135144" 0 1 0 0 2 2 0 0 0 1 1 0
"ENSG00000135457" 910 1082 1385 964 710 1200 1040 1040 1086 719 657 516
"ENSG00000257246" 0 0 0 50 34 62 1 0 1 16 7 3
"ENSG00000247934" 11 16 21 5 2 3 27 24 30 16 19 14
"ENSG00000255951" 0 0 0 0 0 0 0 0 0 1 0 0
"ENSG00000278733" 3 1 2 0 0 0 1 1 1 2 1 1
"ENSG00000273989" 0 1 0 0 0 0 0 1 0 1 0 1
"ENSG00000252237" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202187" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000244712" 0 1 0 0 0 0 0 0 0 2 0 0
"ENSG00000256513" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000123106" 247 247 335 260 189 322 293 263 318 359 345 252
"ENSG00000205329" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000257404" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000186442" 0 0 0 0 0 0 0 0 0 0 2 1
"ENSG00000170477" 0 0 2 0 0 0 0 0 1 9 10 6
"ENSG00000185640" 0 0 0 0 0 0 1 0 0 9 4 4
"ENSG00000257389" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000170423" 0 0 0 1 1 0 0 0 0 9 11 9
"ENSG00000241146" 0 1 0 0 0 0 0 0 0 1 2 1
"ENSG00000111057" 21457 28120 33824 22166 18351 32382 19378 19755 23246 24428 21026 17455
"ENSG00000170421" 39962 55936 65094 51996 39571 68088 37360 38696 44852 49249 41486 34543
"ENSG00000197706" 0 0 0 0 0 0 0 0 0 0 0 1
"ENSG00000069431" 0 0 0 0 0 0 0 0 0 1 1 2
"ENSG00000185046" 2 6 3 9 6 13 5 8 6 6 5 10
"ENSG00000214203" 0 2 2 10 15 14 2 0 2 10 11 7
"ENSG00000279148" 14 22 32 10 7 28 21 15 16 24 14 10
"ENSG00000280088" 54 56 42 72 42 53 48 50 70 31 15 22
"ENSG00000139437" 311 369 456 474 314 535 295 354 379 157 118 143
"ENSG00000277299" 0 0 1 0 0 1 1 0 0 0 0 1
"ENSG00000280426" 9 9 11 2 1 1 13 13 8 6 3 0
"ENSG00000076513" 847 940 1132 411 313 560 1008 1105 1173 1228 1087 869
"ENSG00000277595" 2 3 2 2 0 1 2 4 1 7 3 9
"ENSG00000286220" 0 0 1 0 1 1 2 0 3 1 1 1
"ENSG00000279360" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000122970" 467 487 612 317 242 435 542 654 615 526 532 399
"ENSG00000258100" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000286049" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000274647" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000277738" 0 0 0 0 0 0 0 0 0 4 3 5
"ENSG00000258125" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000258224" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000257893" 0 1 0 0 0 0 0 0 0 0 0 0
"ENSG00000257863" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000289605" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000070019" 0 0 1 0 1 2 0 0 0 1 0 0
"ENSG00000214772" 0 0 0 1 0 0 0 0 0 0 0 0
"ENSG00000261324" 27 22 34 18 9 21 48 27 39 9 12 9
"ENSG00000246705" 755 1019 1222 1207 959 1514 1038 1105 1294 1400 1223 1057
"ENSG00000084463" 1719 1947 2401 4191 2775 4874 2030 1993 2284 1608 1347 1079
"ENSG00000182993" 42 36 43 52 38 71 57 43 56 18 11 5
"ENSG00000179256" 0 0 1 0 0 0 0 1 0 0 1 0
"ENSG00000286107" 0 0 0 0 0 0 0 1 0 0 0 0
"ENSG00000111339" 0 0 0 0 0 1 1 0 0 1 1 1
"ENSG00000256339" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000111341" 2 1 1 1 1 0 3 2 5 6 7 1
"ENSG00000139055" 0 0 1 0 0 1 0 0 2 3 3 1
"ENSG00000111348" 4 17 23 13 21 18 23 29 26 32 32 17
"ENSG00000139053" 0 0 0 2 2 1 0 1 0 0 0 0
"ENSG00000255727" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000175398" 0 0 0 0 0 0 0 0 0 7 1 2
"ENSG00000135424" 179 269 294 197 149 249 266 317 354 528 442 348
"ENSG00000244573" 0 0 0 0 0 0 1 0 2 0 0 0
"ENSG00000171681" 833 890 1117 1076 680 1299 1094 1120 1178 596 587 425
"ENSG00000121316" 0 0 0 2 1 2 0 0 0 0 0 0
"ENSG00000255649" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000200830" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000256008" 3 3 4 1 0 2 3 2 6 5 3 4
"ENSG00000110917" 4277 5147 6190 7513 6141 10973 5654 5966 6842 5157 4456 3629
"ENSG00000256364" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000277423" 4 1 6 7 10 17 4 5 2 3 2 6
"ENSG00000276188" 2 2 3 2 8 10 1 1 1 1 3 1
"ENSG00000175970" 757 908 1097 1930 1576 2730 1045 1084 1152 598 488 406
"ENSG00000256569" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000284143" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000122971" 118 148 179 128 95 191 129 150 177 59 35 44
"ENSG00000157837" 394 433 561 460 389 607 512 528 586 251 200 192
"ENSG00000213137" 0 0 1 0 0 2 0 0 0 2 0 0
"ENSG00000286493" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000157782" 2 2 4 0 0 1 2 4 4 2 4 1
"ENSG00000288710" 1 0 2 1 2 4 4 1 1 2 0 0
"ENSG00000167548" 2735 3673 4494 8237 5806 9538 3677 3750 4348 3536 2978 2449
"ENSG00000133703" 716 835 1006 672 504 899 928 980 1071 912 868 665
"ENSG00000089009" 12770 13646 17476 19315 14552 25407 13780 13899 15418 21032 19080 14666
"ENSG00000179295" 4143 4615 5808 6531 5067 9289 5396 5384 5934 5712 5138 4110
"ENSG00000174456" 71 72 96 54 36 69 126 109 119 53 40 41
"ENSG00000254451" 0 0 0 0 0 0 0 0 1 0 1 0
"ENSG00000258112" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000180881" 42 32 58 12 10 23 52 59 59 39 45 41
"ENSG00000125084" 0 0 0 0 0 0 1 0 0 0 0 1
"ENSG00000139718" 663 890 1122 3450 2411 3855 896 915 1076 3840 3411 2758
"ENSG00000183955" 1055 1256 1574 1964 1420 2367 1275 1295 1378 1882 1676 1274
"ENSG00000173588" 242 255 319 311 229 392 268 286 334 256 254 209
"ENSG00000170439" 0 0 0 0 0 1 1 1 0 14 9 4
"ENSG00000135108" 858 1033 1217 980 753 1368 1109 1205 1376 603 505 445
"ENSG00000173157" 46 48 47 49 56 82 52 49 41 25 27 21
"ENSG00000167553" 4618 6222 7388 6359 4111 7168 4790 5050 5856 4757 4199 3029
"ENSG00000089250" 0 0 0 2 0 1 0 0 0 2 0 0
"ENSG00000150991" 9794 12755 15796 13737 9692 16500 13354 14286 16310 125175 108030 86995
"ENSG00000089094" 617 879 1026 1356 947 1704 741 734 902 560 458 384
"ENSG00000198001" 270 259 341 226 166 313 422 407 475 390 366 271
"ENSG00000139436" 347 463 532 640 395 744 420 491 574 253 289 150
"ENSG00000047617" 227 219 326 121 107 181 118 148 146 90 72 58
"ENSG00000150967" 116 160 192 321 254 431 158 151 195 45 29 42
"ENSG00000135124" 65 75 100 70 57 110 77 72 105 71 57 47
"ENSG00000205809" 2 3 0 1 0 4 6 3 4 11 2 3
"ENSG00000139631" 268 314 354 242 178 306 306 329 366 275 235 211
"ENSG00000048540" 2 5 0 2 7 1 1 2 3 0 2 0
"ENSG00000155957" 67 63 78 115 65 152 83 75 94 64 49 46
"ENSG00000182326" 83 96 112 156 121 204 186 184 212 250 199 149
"ENSG00000172551" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000161813" 2551 2736 3505 3980 2944 5499 3031 3114 3289 6774 6042 4608
"ENSG00000028203" 998 1103 1319 981 713 1220 1169 1207 1219 749 678 483
"ENSG00000135480" 34 37 57 36 20 35 60 65 68 89 75 62
"ENSG00000251655" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000135679" 858 1007 1194 1438 1059 1941 1565 1512 1682 918 876 615
"ENSG00000205426" 29 44 58 25 26 43 20 22 30 49 42 26
"ENSG00000198431" 7999 9225 11492 6729 5535 9848 14407 14405 16498 15256 13419 10694
"ENSG00000205330" 0 0 0 0 0 0 0 0 0 1 0 0
"ENSG00000215009" 2 0 4 9 2 9 4 6 5 4 2 2
"ENSG00000076555" 467 645 793 373 276 464 505 555 656 453 374 324
"ENSG00000184271" 54 94 104 296 211 333 79 76 85 170 148 122
"ENSG00000180574" 29 39 54 44 36 66 27 36 22 29 41 28
"ENSG00000135441" 73 81 112 119 84 137 82 91 93 113 115 98
"ENSG00000165682" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000197837" 16 24 20 13 13 22 17 24 28 11 15 6
"ENSG00000179088" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000125207" 2 5 10 5 3 2 5 4 9 9 5 5
"ENSG00000279343" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000279478" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000256064" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000279905" 0 0 0 0 0 0 0 0 0 1 0 0
"ENSG00000279146" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000256343" 0 0 1 0 0 0 0 0 0 0 0 0
"ENSG00000279650" 0 0 0 0 0 0 1 0 0 0 0 0
"ENSG00000111450" 249 322 369 408 324 602 369 366 403 343 298 256
"ENSG00000256250" 4 5 7 2 3 2 4 3 5 0 1 2
"ENSG00000256299" 2 1 4 2 3 2 4 4 4 3 1 2
"ENSG00000222438" 0 0 0 0 0 0 0 0 0 1 0 0
"ENSG00000132341" 9817 11207 13771 16411 13442 23767 9050 9124 9817 14356 12314 10504
"ENSG00000206850" 0 0 0 0 0 1 0 0 0 0 0 0
"ENSG00000279940" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000279976" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000280200" 0 0 0 0 0 0 0 0 0 0 0 1
"ENSG00000256204" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000279581" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000060709" 0 0 2 0 0 3 2 0 2 2 2 4
"ENSG00000255583" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000240027" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000118600" 192 203 279 455 349 540 209 220 240 174 175 116
"ENSG00000255850" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000255642" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000256742" 6 4 4 1 4 1 6 10 3 0 4 2
"ENSG00000252393" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000139714" 1 1 0 1 0 0 1 1 1 1 0 0
"ENSG00000286586" 0 0 0 0 0 1 0 0 0 1 0 0
"ENSG00000188735" 252 317 350 589 472 782 306 310 375 693 599 495
"ENSG00000139725" 215 395 414 242 184 239 318 328 386 302 221 194
"ENSG00000212694" 75 88 139 38 21 46 132 151 158 95 75 70
"ENSG00000272849" 39 22 44 7 4 13 49 39 58 28 32 26
"ENSG00000274292" 2 7 1 2 1 1 6 6 6 3 2 3
"ENSG00000276045" 286 444 458 767 493 900 403 386 451 185 137 130
"ENSG00000135439" 4 6 5 3 3 4 4 11 6 4 6 0
"ENSG00000207789" 0 0 0 8 1 9 0 0 0 0 0 0
"ENSG00000135127" 104 153 166 374 294 499 212 223 252 358 299 275
"ENSG00000255575" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000111737" 819 1048 1252 1861 1359 2306 941 983 1100 470 386 368
"ENSG00000277283" 23 39 35 75 38 81 43 39 51 8 12 5
"ENSG00000089154" 5723 7918 9810 9560 7562 13111 6895 7584 8778 4640 3982 3265
"ENSG00000266704" 0 0 0 0 0 0 0 0 0 0 0 1
"ENSG00000089157" 24652 31998 38783 41934 35391 62921 26113 27312 31637 49930 43043 36463
"ENSG00000089159" 1179 1698 2013 1926 1431 2191 1874 1876 2332 1595 1346 1103
"ENSG00000286067" 81 112 121 115 110 181 139 146 137 67 71 45
"ENSG00000275936" 0 3 4 10 15 14 4 3 6 6 2 7
"ENSG00000240925" 1 0 0 0 0 0 0 0 0 1 1 2
"ENSG00000123009" 0 0 2 0 0 0 0 0 0 1 0 3
"ENSG00000202538" 1 5 1 5 2 3 0 0 0 0 1 1
"ENSG00000200795" 1 2 0 0 0 1 0 0 0 1 1 0
"ENSG00000275811" 0 0 0 0 0 0 0 1 0 0 0 0
"ENSG00000249028" 0 1 0 0 0 1 0 0 1 0 0 1
"ENSG00000267285" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249628" 0 2 0 0 0 0 1 1 1 3 3 0
"ENSG00000111186" 19 17 28 5 7 10 18 18 29 7 10 6
"ENSG00000171823" 134 214 199 245 156 264 143 159 187 1543 1278 1055
"ENSG00000082805" 1325 1550 1875 2222 1512 2694 1758 1788 1941 820 753 580
"ENSG00000123095" 69 85 111 122 70 109 115 116 122 316 273 202
"ENSG00000256894" 8 6 8 19 4 13 8 9 8 9 10 5
"ENSG00000286752" 1 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278095" 0 0 1 0 0 0 0 0 0 0 0 0
"ENSG00000123094" 778 854 1031 544 450 826 869 793 927 925 840 645
"ENSG00000205592" 1 0 2 2 1 1 4 10 4 4 7 2
"ENSG00000278687" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000257258" 1 1 1 0 0 0 1 1 0 1 1 0
"ENSG00000064763" 44 57 70 107 71 141 67 74 75 61 47 38
"ENSG00000275278" 0 1 0 1 0 0 0 0 0 0 0 0
"ENSG00000275476" 0 0 0 1 2 3 1 0 0 0 0 0
"ENSG00000257176" 4 2 6 67 26 64 5 6 8 11 5 4
"ENSG00000274315" 1 4 5 5 2 8 4 3 3 2 1 0
"ENSG00000273680" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000087502" 665 719 889 851 594 1098 789 853 840 584 518 399
"ENSG00000187950" 1 3 0 1 0 9 1 2 0 4 2 2
"ENSG00000135407" 30 30 55 131 121 189 51 45 49 40 17 32
"ENSG00000212345" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000233719" 0 1 0 1 1 0 0 0 0 0 0 0
"ENSG00000272917" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000256442" 0 0 0 0 0 0 0 0 1 0 0 0
"ENSG00000257027" 36 34 34 20 14 36 56 47 47 33 33 36
"ENSG00000069493" 29 34 32 60 54 87 40 38 50 24 31 20
"ENSG00000213443" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000256582" 0 1 0 0 0 0 0 0 0 0 0 0
"ENSG00000110848" 0 1 0 0 0 2 0 0 1 0 1 1
"ENSG00000256912" 0 0 0 0 0 0 0 0 2 0 0 1
"ENSG00000150045" 2 1 6 5 2 3 7 4 3 12 8 10
"ENSG00000110852" 77 72 80 45 28 50 98 127 135 311 248 206
"ENSG00000255882" 6 5 5 1 0 2 0 7 9 4 7 3
"ENSG00000256797" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000188393" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000225231" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000231560" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000172322" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000072609" 175 222 294 370 263 456 303 314 374 213 191 143
"ENSG00000232888" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000252079" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278949" 1 0 7 2 0 1 6 8 5 3 0 3
"ENSG00000236617" 0 0 1 2 0 2 0 1 6 1 0 1
"ENSG00000255703" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000250790" 0 0 0 0 0 0 0 0 0 1 0 0
"ENSG00000196458" 231 217 285 694 496 883 351 352 379 293 290 222
"ENSG00000256563" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000198393" 152 162 174 565 427 786 221 212 243 458 445 365
"ENSG00000252269" 1 0 0 0 0 0 0 1 1 0 0 0
"ENSG00000246394" 0 0 0 0 0 0 0 0 0 2 0 0
"ENSG00000255807" 0 0 0 0 0 0 0 0 1 0 0 1
"ENSG00000198040" 257 268 270 628 440 818 406 419 428 430 352 318
"ENSG00000279466" 0 0 0 0 0 0 0 0 0 1 5 2
"ENSG00000279817" 0 0 0 0 0 0 1 0 0 3 3 0
"ENSG00000285870" 1 2 0 1 0 2 0 3 2 0 0 0
"ENSG00000110888" 693 744 940 494 328 604 848 826 952 760 732 536
"ENSG00000246331" 0 0 1 0 0 1 1 0 0 0 0 0
"ENSG00000235884" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000285517" 103 106 133 132 103 164 94 94 116 213 170 135
"ENSG00000258118" 0 0 0 0 0 0 0 0 0 0 1 0
"ENSG00000256232" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000283256" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000170456" 828 918 1152 595 455 865 1101 1150 1310 976 938 707
"ENSG00000200388" 0 0 0 0 0 1 0 0 1 1 0 0
"ENSG00000275769" 2 5 8 0 5 2 1 4 4 4 1 1
"ENSG00000203437" 0 0 0 1 0 0 0 0 1 0 0 1
"ENSG00000256159" 0 0 1 0 0 0 0 0 0 0 0 0
"ENSG00000201228" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000225349" 0 0 0 0 0 0 1 0 0 0 1 0
"ENSG00000255867" 1 2 5 0 0 1 4 6 10 6 6 8
"ENSG00000252390" 3 0 0 0 0 0 0 0 2 0 1 0
"ENSG00000231788" 1 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000233381" 4 5 3 2 1 6 3 8 7 10 3 2
"ENSG00000090615" 1957 2371 2827 2223 1773 2991 2783 2714 3185 2491 2108 1846
"ENSG00000111344" 10 22 22 10 1 14 18 13 18 2 4 3
"ENSG00000231887" 17 6 6 26 16 27 12 11 16 14 7 9
"ENSG00000179912" 204 249 308 140 106 169 283 285 319 255 226 179
"ENSG00000010219" 158 151 183 560 429 800 143 145 168 146 128 95
"ENSG00000197870" 0 0 0 0 0 1 0 0 0 0 1 0
"ENSG00000185633" 0 3 2 11 16 10 0 3 1 52 53 41
"ENSG00000139343" 784 854 1188 821 788 1341 773 842 812 920 715 659
"ENSG00000183542" 1 1 0 1 0 0 3 5 6 2 1 2
"ENSG00000135473" 375 460 517 569 366 699 440 447 529 375 319 275
"ENSG00000050405" 3825 4059 5223 2293 1676 2915 4053 3949 4277 3390 3162 2274
"ENSG00000029153" 426 501 549 316 277 592 464 516 586 461 441 352
"ENSG00000170633" 691 718 979 830 627 1081 785 812 905 380 383 306
"ENSG00000289311" 9 7 7 1 1 1 7 11 11 9 4 1
"ENSG00000205056" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000247363" 2 6 1 1 1 1 2 5 6 4 2 4
"ENSG00000288954" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000250208" 341 421 560 165 116 209 407 447 550 599 511 399
"ENSG00000257242" 22 20 16 0 4 7 7 11 13 5 6 5
"ENSG00000288744" 0 2 3 2 1 5 2 5 4 5 4 4
"ENSG00000286351" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000257167" 73 76 121 78 63 100 105 112 119 19 19 8
"ENSG00000289218" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000257322" 0 0 0 2 0 1 1 1 0 0 0 0
"ENSG00000289309" 0 0 0 0 0 0 0 0 1 0 0 0
"ENSG00000257599" 0 0 2 3 1 2 2 6 0 3 0 0
"ENSG00000289173" 1 3 2 1 0 1 0 3 1 3 1 0
"ENSG00000256576" 19 25 39 20 12 30 27 21 30 11 12 14
"ENSG00000255920" 1 1 0 1 0 2 0 0 0 0 1 0
"ENSG00000289105" 0 0 0 0 0 0 0 0 0 0 0 0
