"GFP-1" "GFP-2" "GFP-3" "HS-GFP-1" "HS-GFP-2" "HS-GFP-3" "WT-1" "WT-2" "WT-3" "HS-WT-1" "HS-WT-2" "HS-WT-3"
"ENSG00000276853" 2 3 5 1 0 8 6 2 3 3 3 4
"ENSG00000214650" 14 10 11 1 1 5 15 12 20 37 29 32
"ENSG00000279527" 0 0 1 0 0 0 1 0 0 4 3 0
"ENSG00000279071" 1 8 2 1 0 0 2 7 8 40 29 35
"ENSG00000280354" 3 2 0 0 0 0 0 2 1 3 6 4
"ENSG00000279121" 0 2 2 0 0 0 4 0 3 17 19 17
"ENSG00000279334" 0 3 0 1 1 1 1 3 1 12 14 12
"ENSG00000280097" 0 0 0 0 0 0 0 0 0 0 1 0
"ENSG00000278973" 0 5 3 0 0 1 2 3 1 0 0 0
"ENSG00000280444" 2 1 3 1 0 2 3 0 1 1 1 0
"ENSG00000279087" 0 0 0 2 0 0 0 1 1 0 0 0
"ENSG00000279931" 0 0 0 0 0 0 0 0 0 0 0 1
"ENSG00000073060" 3147 4301 5285 5615 4082 6859 5541 5643 6683 3582 3097 2486
"ENSG00000287242" 1 4 1 3 3 6 3 3 7 1 0 5
"ENSG00000252008" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000265345" 0 1 1 1 0 0 0 1 1 26 18 16
"ENSG00000241129" 0 0 1 0 0 0 0 0 2 1 0 1
"ENSG00000185432" 1349 1647 1976 572 440 810 1886 2004 2165 545 464 385
"ENSG00000274156" 2 0 2 4 5 14 0 0 2 1 2 2
"ENSG00000199740" 0 0 1 1 1 2 0 0 1 0 0 0
"ENSG00000271596" 1 0 1 0 2 2 0 0 0 1 0 0
"ENSG00000214511" 1 1 1 0 0 0 0 1 0 0 0 0
"ENSG00000274797" 1 0 0 0 0 0 0 1 0 1 0 0
"ENSG00000272028" 0 0 0 0 1 0 1 0 0 0 2 0
"ENSG00000199903" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000050426" 1043 1175 1515 802 694 1214 1278 1330 1494 1012 875 653
"ENSG00000110925" 375 453 532 325 257 421 514 556 644 1076 1010 795
"ENSG00000244540" 0 0 0 0 0 0 0 0 0 3 0 1
"ENSG00000200953" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000199824" 0 1 0 0 0 0 0 0 0 0 0 0
"ENSG00000278126" 11 5 8 10 7 16 16 13 23 11 5 9
"ENSG00000279455" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000256258" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000256424" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000287639" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000279153" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000212154" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249926" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000243499" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000061936" 603 808 932 2065 1307 2224 702 691 806 561 452 402
"ENSG00000255933" 3 2 1 13 15 19 3 1 3 13 8 6
"ENSG00000200516" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000200483" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000256955" 1 2 1 8 3 6 3 2 5 14 12 11
"ENSG00000177169" 737 1099 1270 1004 715 1201 1572 1597 1884 2880 2379 2081
"ENSG00000279283" 3 7 3 5 1 3 4 8 7 152 124 137
"ENSG00000255992" 9 13 9 10 3 13 14 11 12 15 18 17
"ENSG00000177192" 558 817 1008 1643 1466 2549 591 645 705 328 281 240
"ENSG00000273568" 10 16 13 12 9 13 17 20 14 27 24 16
"ENSG00000198598" 141 232 276 154 118 169 163 183 224 112 90 91
"ENSG00000274373" 0 0 0 0 0 0 2 0 0 2 1 0
"ENSG00000256783" 0 0 0 0 0 0 0 0 0 5 8 4
"ENSG00000256875" 0 0 0 0 0 0 0 0 0 3 5 7
"ENSG00000280287" 49 61 73 24 30 36 53 64 75 54 48 42
"ENSG00000279700" 1 2 3 8 4 6 4 1 10 12 3 4
"ENSG00000277052" 0 0 0 1 1 2 0 0 1 0 0 0
"ENSG00000277186" 1 1 1 1 0 2 1 2 2 0 2 0
"ENSG00000204583" 1 0 1 0 0 1 0 0 0 1 1 1
"ENSG00000187848" 0 0 1 14 2 18 1 0 3 25 23 21
"ENSG00000280311" 0 1 0 9 8 12 1 2 1 14 6 9
"ENSG00000177084" 1773 2352 2817 4344 3161 5658 2237 2370 2770 1605 1308 1113
"ENSG00000176894" 48 58 70 60 47 79 58 45 72 78 72 68
"ENSG00000256632" 0 3 0 0 1 0 0 0 0 1 6 1
"ENSG00000247077" 1416 1877 2319 2653 2202 3641 1445 1510 1683 2309 2003 1640
"ENSG00000201469" 0 0 2 4 1 3 0 0 0 33 34 36
"ENSG00000256108" 0 0 0 1 0 1 0 0 0 15 16 6
"ENSG00000112787" 542 792 961 1173 764 1241 682 703 762 604 465 433
"ENSG00000229014" 0 0 0 0 0 0 0 0 0 1 0 0
"ENSG00000260943" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000225342" 4 2 2 1 0 2 3 4 6 0 0 2
"ENSG00000257296" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000258073" 0 0 0 0 0 0 0 0 1 0 0 0
"ENSG00000231738" 4 3 4 0 0 2 2 4 5 6 3 3
"ENSG00000166598" 14218 14964 18467 20022 14712 26348 17416 17534 19220 23026 21301 16980
"ENSG00000284503" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000204954" 156 157 205 207 156 286 164 137 172 136 105 92
"ENSG00000139372" 815 823 973 758 591 1154 820 758 905 824 730 582
"ENSG00000216285" 31 36 34 33 29 67 32 48 30 32 38 26
"ENSG00000188906" 68 50 66 32 29 46 83 79 86 89 84 55
"ENSG00000072041" 2 0 0 0 0 0 1 2 3 0 1 1
"ENSG00000239473" 0 0 1 2 0 2 1 0 0 1 1 3
"ENSG00000238842" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000230291" 0 0 0 0 0 0 1 0 0 0 0 0
"ENSG00000222880" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000139304" 2 4 4 4 1 3 9 6 11 6 5 5
"ENSG00000257786" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000257429" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000165899" 0 1 0 1 0 1 1 0 0 1 0 0
"ENSG00000255644" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000121361" 0 0 0 0 0 0 0 0 1 1 0 0
"ENSG00000257022" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000275567" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000255627" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000089127" 410 467 557 241 195 330 701 660 796 567 498 373
"ENSG00000111331" 1412 1753 2123 1925 1376 2388 1663 1714 1978 787 701 545
"ENSG00000111335" 0 2 0 3 2 5 3 4 4 18 10 12
"ENSG00000157895" 313 300 365 446 325 605 287 281 336 76 80 67
"ENSG00000283542" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000256963" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000279001" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201945" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223538" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000135114" 9 26 23 6 4 11 79 76 91 62 60 56
"ENSG00000257738" 0 0 0 0 0 0 0 0 0 1 1 0
"ENSG00000278351" 0 0 1 1 0 1 0 0 0 0 1 0
"ENSG00000257368" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000257657" 0 1 0 1 1 0 0 0 0 0 1 0
"ENSG00000283545" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000273015" 146 163 211 178 121 264 178 186 211 161 128 106
"ENSG00000207176" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000253063" 0 0 0 0 0 1 0 0 0 1 1 0
"ENSG00000257643" 0 0 0 0 0 0 0 0 1 0 0 0
"ENSG00000201563" 0 1 0 0 0 1 0 0 0 1 0 0
"ENSG00000276148" 0 4 4 11 3 12 1 5 1 15 15 9
"ENSG00000257511" 8 3 9 28 15 49 7 7 8 27 25 18
"ENSG00000274105" 1 5 3 2 2 5 2 1 2 2 0 1
"ENSG00000275854" 12 10 10 15 14 15 12 11 14 2 7 3
"ENSG00000177119" 1641 1788 2280 1563 1180 2022 2517 2577 2762 2434 2244 1675
"ENSG00000168778" 177 191 249 205 123 241 317 296 350 180 176 119
"ENSG00000258210" 4 0 0 0 1 1 3 3 2 0 1 0
"ENSG00000258011" 1 1 2 6 6 6 3 2 1 13 5 9
"ENSG00000111229" 1939 2057 2372 2364 1925 3485 2230 2349 2500 4035 3595 2853
"ENSG00000111231" 440 469 497 312 263 464 519 534 552 507 473 366
"ENSG00000241680" 0 0 0 0 3 2 0 0 2 0 0 1
"ENSG00000204856" 207 206 265 149 118 208 214 241 210 239 205 165
"ENSG00000111237" 953 1008 1338 1141 923 1601 1206 1174 1319 1132 1059 840
"ENSG00000202335" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278993" 22 20 34 22 19 34 20 26 35 16 14 12
"ENSG00000151164" 15 14 11 13 15 19 13 10 21 19 15 11
"ENSG00000196850" 825 914 1140 1578 1107 2097 1067 1119 1165 1770 1538 1259
"ENSG00000263537" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000122986" 5 2 3 9 12 13 4 2 1 3 11 6
"ENSG00000186298" 3410 3694 4620 5057 3850 7036 3474 3572 3793 3562 3091 2631
"ENSG00000279925" 0 0 0 0 0 0 0 0 0 0 0 1
"ENSG00000257268" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000241286" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000204852" 264 382 458 455 370 551 368 438 485 476 451 372
"ENSG00000167552" 320 453 536 483 328 641 722 710 959 1033 973 823
"ENSG00000258101" 5 6 10 3 3 6 8 8 8 2 2 5
"ENSG00000258232" 0 1 0 0 0 0 1 1 0 0 0 1
"ENSG00000258334" 5 6 11 8 5 23 7 9 6 3 0 0
"ENSG00000135406" 14 16 15 4 6 13 16 24 25 15 13 11
"ENSG00000135451" 883 1139 1350 2237 1600 2531 975 1040 1214 715 606 452
"ENSG00000186897" 94 149 168 57 44 89 135 122 164 65 54 48
"ENSG00000178401" 273 284 363 90 56 123 353 398 464 193 161 148
"ENSG00000257954" 8 5 11 49 45 65 4 6 9 51 55 46
"ENSG00000257464" 0 0 0 0 0 0 0 0 0 0 1 0
"ENSG00000274822" 1 1 1 0 0 0 0 0 1 0 1 0
"ENSG00000151176" 663 886 1035 1302 907 1525 1067 1155 1310 1087 910 797
"ENSG00000135094" 1 0 2 4 6 12 3 7 3 13 13 15
"ENSG00000139410" 58 100 132 67 44 93 105 134 166 84 65 53
"ENSG00000089116" 2 5 7 9 4 7 4 9 11 8 6 6
"ENSG00000089060" 737 1045 1281 1109 846 1509 979 1031 1164 1237 1115 871
"ENSG00000111540" 1957 2372 2766 2152 1504 2698 2759 2701 3150 2631 2294 1851
"ENSG00000237493" 3 4 2 2 0 0 1 2 5 4 3 5
"ENSG00000139531" 365 428 478 326 193 325 420 416 471 57 49 30
"ENSG00000123411" 88 102 108 128 95 142 104 99 106 90 89 64
"ENSG00000273890" 3 0 1 0 2 2 1 3 3 1 3 1
"ENSG00000257449" 0 0 0 1 0 3 0 0 1 0 1 1
"ENSG00000197728" 3132 3812 4794 6014 4217 7174 3376 3559 3549 5524 4295 4178
"ENSG00000257411" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000170515" 2487 3263 3737 5241 3590 6155 2296 2340 2785 2772 2372 1770
"ENSG00000257553" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000229117" 5607 5862 8195 8225 6750 12256 6474 6380 6941 11470 9673 8475
"ENSG00000139641" 2336 2925 3482 2733 2147 3726 2877 3050 3505 2915 2609 2067
"ENSG00000135482" 96 79 104 107 81 153 82 84 110 21 17 5
"ENSG00000258345" 0 0 1 0 0 0 0 0 0 1 0 0
"ENSG00000258317" 1 5 5 22 12 17 3 4 9 5 3 5
"ENSG00000257809" 0 0 0 1 1 0 2 0 0 10 5 3
"ENSG00000196465" 491 656 808 727 584 1004 550 533 687 958 830 636
"ENSG00000092841" 6090 7213 8861 7998 7049 13083 7895 7893 9197 9095 8292 6953
"ENSG00000139613" 1474 1766 2205 2036 1335 2300 1914 1903 2010 1504 1348 1012
"ENSG00000258199" 2 3 5 8 7 10 5 3 4 1 2 0
"ENSG00000181852" 689 859 988 1561 1124 2097 836 794 983 596 508 396
"ENSG00000139579" 1123 1412 1678 1606 1349 2279 1171 1284 1449 1667 1429 1291
"ENSG00000139540" 0 3 1 9 2 5 0 0 2 7 3 6
"ENSG00000139645" 2675 3336 4149 4131 3146 5210 3054 3420 3767 2202 1864 1486
"ENSG00000135469" 265 297 410 159 122 236 369 440 472 242 217 182
"ENSG00000258260" 0 0 2 0 0 0 2 1 3 0 0 0
"ENSG00000062485" 4168 4788 6123 8114 6038 10183 4427 4405 4963 5785 5012 4026
"ENSG00000144785" 0 1 1 0 1 2 0 0 0 1 3 0
"ENSG00000257740" 16 21 27 32 28 34 17 23 22 18 19 8
"ENSG00000257727" 123 124 160 157 108 229 142 140 176 112 106 82
"ENSG00000110944" 6 8 8 13 6 15 9 8 10 20 9 0
"ENSG00000170581" 408 514 619 395 310 598 719 655 851 763 636 513
"ENSG00000252206" 0 0 0 1 0 0 0 0 0 1 0 0
"ENSG00000175336" 1 1 0 0 1 1 0 0 0 1 0 1
"ENSG00000274823" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000259099" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000134538" 14 11 8 10 4 10 3 5 15 6 8 7
"ENSG00000121351" 0 0 0 2 5 1 0 0 0 0 0 0
"ENSG00000121350" 314 308 421 279 206 408 338 294 343 439 473 351
"ENSG00000256021" 0 0 1 1 0 2 1 0 0 0 1 0
"ENSG00000004700" 796 885 1022 1092 891 1632 992 1122 1205 1396 1255 990
"ENSG00000111711" 694 816 870 1026 896 1808 1029 987 1105 1362 1258 1007
"ENSG00000134548" 0 2 3 19 10 19 7 4 4 4 8 2
"ENSG00000139131" 321 399 463 264 228 402 292 349 386 179 152 129
"ENSG00000286950" 0 0 1 0 0 0 0 0 0 0 0 2
"ENSG00000274976" 0 1 0 3 1 4 4 3 4 5 4 4
"ENSG00000244743" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000257653" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000264201" 0 1 2 5 2 2 3 1 7 2 1 2
"ENSG00000257660" 10 12 15 8 4 14 13 16 16 15 15 10
"ENSG00000271547" 0 1 0 0 0 1 0 0 1 2 0 0
"ENSG00000207467" 1 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000167535" 342 437 571 231 179 311 528 547 642 482 374 364
"ENSG00000174243" 3036 3725 4658 7401 5268 9244 3220 3273 3677 605 506 442
"ENSG00000172602" 20 29 56 21 14 20 42 25 52 31 42 30
"ENSG00000174233" 1335 1808 2081 2376 2010 3363 2286 2293 2535 1238 1040 984
"ENSG00000051825" 450 517 614 591 435 796 524 513 592 369 354 281
"ENSG00000111328" 1199 1481 1759 1524 1235 2188 1453 1520 1623 2330 2039 1689
"ENSG00000269980" 0 0 1 0 0 1 0 0 1 12 2 8
"ENSG00000199845" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000139697" 1474 1621 2075 2358 1750 3259 1908 1848 1997 1853 1763 1306
"ENSG00000207189" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000284425" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000130921" 280 321 373 734 548 894 359 372 423 258 250 203
"ENSG00000150990" 1076 1409 1662 2262 1773 2877 1049 1188 1357 398 313 261
"ENSG00000184992" 1539 1692 2142 1968 1662 2878 1980 1935 2161 858 740 610
"ENSG00000280634" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000256093" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000081760" 799 1027 1271 1320 1029 1925 1101 1130 1318 711 616 497
"ENSG00000279233" 25 40 66 72 51 112 51 73 59 87 66 51
"ENSG00000256814" 0 0 0 0 0 0 0 0 0 1 0 0
"ENSG00000287240" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000280117" 0 0 0 0 0 0 0 0 0 0 1 0
"ENSG00000279462" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000273079" 0 0 0 0 2 4 0 0 1 0 4 5
"ENSG00000139233" 307 298 386 584 497 876 351 342 327 444 412 339
"ENSG00000228144" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000239335" 7 12 17 31 25 39 10 12 9 12 13 6
"ENSG00000090376" 2 1 0 1 0 1 1 3 0 0 0 1
"ENSG00000225422" 0 1 1 0 1 1 0 1 4 0 1 0
"ENSG00000284011" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000256072" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000256777" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000222744" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000127311" 62 77 81 22 28 37 83 83 90 91 69 48
"ENSG00000155974" 6 7 6 8 8 16 12 13 20 17 19 14
"ENSG00000256285" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000256420" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000257083" 0 0 0 0 0 0 0 1 0 1 1 0
"ENSG00000279310" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000255976" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000110911" 1848 2077 2605 873 665 1197 2379 2470 2717 876 742 576
"ENSG00000139547" 0 2 1 1 1 1 1 1 2 0 1 0
"ENSG00000135392" 415 521 613 644 423 768 438 479 526 224 178 126
"ENSG00000075089" 433 471 579 296 216 402 639 616 650 576 478 411
"ENSG00000130779" 2337 2577 3143 3865 2538 4601 2811 2789 3159 2220 2121 1656
"ENSG00000111728" 0 0 0 8 7 6 0 1 2 1 0 0
"ENSG00000196387" 22 25 27 39 40 73 37 49 45 51 50 42
"ENSG00000074590" 350 419 534 194 138 208 373 353 446 673 599 479
"ENSG00000121749" 709 810 1015 538 393 712 977 1008 1007 784 734 537
"ENSG00000187166" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000186908" 407 456 573 416 375 691 548 548 595 439 373 274
"ENSG00000172789" 3 7 3 9 8 5 1 2 4 1 0 1
"ENSG00000089163" 29 39 36 27 31 42 47 47 54 95 79 67
"ENSG00000179615" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000179695" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000111729" 0 0 0 2 1 0 1 1 0 0 0 0
"ENSG00000139289" 798 972 1177 418 376 652 944 978 1132 2112 1758 1422
"ENSG00000120820" 4 6 7 6 5 8 4 7 7 12 13 4
"ENSG00000111052" 0 0 0 0 0 1 1 2 2 0 0 0
"ENSG00000214700" 1 0 2 0 0 0 0 1 0 0 1 0
"ENSG00000261308" 0 1 1 0 0 0 0 3 3 0 0 0
"ENSG00000214029" 169 209 270 253 185 366 314 295 320 135 122 70
"ENSG00000139636" 183 249 289 138 122 216 339 385 397 77 68 49
"ENSG00000150977" 303 325 443 476 348 573 293 296 370 217 175 175
"ENSG00000052126" 283 293 372 146 98 166 343 355 423 234 222 154
"ENSG00000060237" 7715 8986 11118 11125 7476 12930 9641 9970 11108 6932 6112 4546
"ENSG00000087470" 1774 1954 2399 1814 1275 2312 2140 2179 2379 2080 1877 1415
"ENSG00000111490" 133 122 171 151 122 140 135 125 139 62 79 44
"ENSG00000205057" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000257127" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000216306" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000283998" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000120798" 402 424 480 529 407 768 516 521 556 387 371 309
"ENSG00000257121" 0 0 0 0 0 0 2 0 0 0 1 0
"ENSG00000237774" 1 0 0 0 0 0 0 0 0 3 0 2
"ENSG00000184752" 666 722 847 1086 807 1334 741 732 782 1161 997 802
"ENSG00000022840" 1865 2361 2921 2462 1832 3409 2664 2752 3170 3680 3034 2457
"ENSG00000288623" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000075415" 8182 9486 11501 9776 8458 15139 9199 9180 10615 12396 10702 9089
"ENSG00000120868" 454 513 687 474 413 703 707 747 836 877 758 620
"ENSG00000240424" 0 0 0 0 0 0 0 0 1 0 0 0
"ENSG00000111269" 1716 1931 2416 788 695 1201 2139 2114 2323 1973 1796 1461
"ENSG00000271215" 0 0 0 0 0 0 1 0 1 3 4 3
"ENSG00000275963" 4 3 4 13 4 19 6 1 7 7 17 10
"ENSG00000183150" 30 33 46 14 6 22 26 32 36 25 19 18
"ENSG00000257004" 0 1 0 0 1 1 0 1 0 4 3 0
"ENSG00000256658" 0 0 3 0 0 0 0 1 0 4 2 3
"ENSG00000178878" 123 153 175 212 167 320 138 164 187 87 77 82
"ENSG00000207983" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000270296" 0 0 0 0 1 0 1 0 0 0 0 0
"ENSG00000213782" 25 35 36 37 32 48 36 39 43 361 378 277
"ENSG00000242329" 1 0 0 1 2 0 0 1 3 3 6 6
"ENSG00000231313" 0 0 0 0 0 0 0 0 1 0 0 0
"ENSG00000244585" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000241388" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000135100" 1 1 1 4 7 7 1 0 0 6 2 3
"ENSG00000174437" 10205 11866 14621 11223 8776 15783 13190 13968 14908 12075 10744 8541
"ENSG00000276956" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000170473" 320 359 424 598 470 787 313 334 365 87 77 73
"ENSG00000185664" 51 60 86 50 44 64 68 70 83 73 50 54
"ENSG00000123374" 1461 1721 2054 2077 1499 2753 1634 1687 1975 1801 1587 1323
"ENSG00000257823" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000273987" 5 3 5 3 1 1 5 4 2 0 0 0
"ENSG00000173401" 7 4 4 0 1 1 6 7 9 3 1 5
"ENSG00000180481" 12 10 8 22 10 20 8 14 10 13 9 3
"ENSG00000139278" 21 19 27 55 35 62 54 69 58 101 79 78
"ENSG00000257497" 33 31 36 117 65 128 11 33 18 47 29 23
"ENSG00000111615" 904 931 1242 1563 1209 2169 1044 1024 1080 1120 954 733
"ENSG00000257777" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000179626" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000152936" 1 3 7 4 1 2 7 12 9 6 4 2
"ENSG00000257009" 0 0 0 0 0 0 1 0 0 1 0 0
"ENSG00000236333" 0 0 0 0 0 0 0 0 0 0 0 1
"ENSG00000257287" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000257723" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000258235" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000065361" 534 601 752 265 178 352 575 601 705 570 528 390
"ENSG00000072657" 0 0 0 0 0 0 1 0 1 0 0 0
"ENSG00000257757" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000187857" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000203408" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000233606" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000257414" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000179899" 14 16 20 19 9 18 24 10 15 13 13 7
"ENSG00000185821" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000057294" 342 422 493 659 440 822 373 386 440 345 293 244
"ENSG00000257316" 0 0 0 0 0 1 0 0 0 0 0 0
"ENSG00000257435" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000213451" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000205331" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000188324" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000230307" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000139223" 0 0 1 0 0 0 0 0 0 0 0 0
"ENSG00000177627" 2 1 0 0 1 2 0 1 0 0 1 0
"ENSG00000258121" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000240443" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000197376" 0 0 1 5 3 3 0 0 0 1 0 0
"ENSG00000284723" 0 0 0 1 3 6 0 0 0 0 0 0
"ENSG00000198678" 0 0 0 1 0 0 0 0 0 0 0 0
"ENSG00000167531" 0 0 0 1 0 0 0 0 0 0 0 0
"ENSG00000257870" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000123307" 0 0 0 0 0 0 0 0 0 3 5 2
"ENSG00000196534" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000257350" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000170605" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000224622" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000271370" 0 1 0 0 0 0 0 0 0 0 0 0
"ENSG00000111266" 2801 3364 4111 1337 976 1716 2826 2925 3312 1448 1303 1063
"ENSG00000255670" 2 2 5 2 3 6 3 2 4 0 0 1
"ENSG00000241352" 1 2 0 7 2 7 0 1 2 31 12 16
"ENSG00000234498" 6 10 8 33 11 37 17 16 13 92 65 53
"ENSG00000013588" 6797 8125 9926 1402 1119 1936 13610 13878 15732 13046 11275 9413
"ENSG00000283759" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000111291" 2 5 8 30 13 31 5 5 10 27 20 21
"ENSG00000256011" 0 0 0 1 0 1 0 0 0 2 0 0
"ENSG00000221611" 0 0 0 0 0 0 0 1 0 0 0 0
"ENSG00000013583" 458 623 716 914 787 1248 597 622 665 571 482 400
"ENSG00000183935" 64 67 81 18 9 14 85 75 95 38 27 39
"ENSG00000278255" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000256025" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000256721" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000285555" 0 0 0 0 0 0 0 0 0 1 0 0
"ENSG00000285734" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000256769" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000203648" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000256271" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000246627" 1 1 3 1 0 0 2 2 1 0 0 1
"ENSG00000258204" 0 0 0 1 2 0 0 0 1 0 0 0
"ENSG00000257458" 0 0 1 0 0 0 0 0 0 0 0 0
"ENSG00000202324" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000258039" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000180219" 0 0 0 0 0 0 0 0 0 0 1 1
"ENSG00000287675" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000182196" 9 17 16 19 20 17 7 6 10 12 3 9
"ENSG00000181929" 8 24 32 24 19 27 28 22 31 19 25 21
"ENSG00000111276" 1217 1392 1713 967 677 1200 1390 1424 1613 1448 1277 1009
"ENSG00000089248" 2882 3273 4290 4905 3792 6484 3258 3431 3753 4779 4204 3643
